ID,Data,Nivel_de_conhecimento,Nota,Conteudo_abordado,Didatica_do_professor,Material_de_apoio,Espaco_do_evento,Comentario_geral
1040,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Clara,Exercícios práticos,Confortável,"O evento foi ótimo, mas o local poderia ter mais espaço."
1041,2025-03-15,Nenhum conhecimento,3,Conectando fontes de dados,Com muitos exemplos,Vídeos,Com muitas cadeiras,Achei que o conteúdo foi bem organizado.
1042,2025-03-15,Conhecimento avançado,1,DAX e Power Query,Confusa,Apostila,Confortável,"Gostei dos slides, mas os vídeos poderiam ter sido mais explicativos."
1043,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Objetiva,Apostila,Muito amplo,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
1044,2025-03-15,Nenhum conhecimento,5,Conectando fontes de dados,Com muitos exemplos,Slides,Sem acústica,Eu adoraria ver um módulo mais avançado sobre DAX.
1045,2025-03-15,Conhecimento avançado,2,Criação de dashboards,Com muitos exemplos,Exercícios práticos,Com muitas cadeiras,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1046,2025-03-15,Conhecimento básico,5,DAX e Power Query,Com muitos exemplos,Vídeos,Sem acústica,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
1047,2025-03-15,Nenhum conhecimento,1,Conectando fontes de dados,Intermediária,Exercícios práticos,Muito amplo,Poderiam ter explicado mais sobre a integração com outras ferramentas.
1048,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Com muitos exemplos,Slides,Pouco ventilado,Não consegui acompanhar toda a parte sobre DAX.
1049,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Objetiva,Apostila,Pouco ventilado,Poderiam ter dado mais exemplos práticos de como usar o Power BI no dia a dia.
1050,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Objetiva,Vídeos,Muito amplo,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1051,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Confusa,Slides,Confortável,"Muito bom, aprendi conceitos novos que eu não sabia."
1052,2025-03-15,Conhecimento avançado,2,Criação de dashboards,Objetiva,Exercícios práticos,Com muitas cadeiras,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
1053,2025-03-15,Conhecimento básico,5,DAX e Power Query,Clara,Slides,Sem acústica,Acho que poderia ter tido mais interação durante as explicações.
1054,2025-03-15,Conhecimento avançado,4,Modelagem de dados,Confusa,Documentação,Com muitas cadeiras,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1055,2025-03-15,Conhecimento básico,4,DAX e Power Query,Confusa,Documentação,Com muitas cadeiras,"Professor excelente, mas o conteúdo foi muito básico."
1056,2025-03-15,Conhecimento avançado,1,Conectando fontes de dados,Intermediária,Apostila,Sem acústica,"O professor tem boa experiência, mas a aula poderia ser mais interativa."
1057,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Objetiva,Documentação,Confortável,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
1058,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Clara,Apostila,Pouco ventilado,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1059,2025-03-15,Conhecimento básico,1,Análise de dados avançada,Com muitos exemplos,Apostila,Sem acústica,Eu adoraria ver um módulo mais avançado sobre DAX.
1060,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Confusa,Slides,Muito amplo,Faltou mais exemplos práticos no material.
1061,2025-03-15,Conhecimento avançado,4,DAX e Power Query,Clara,Vídeos,Pouco ventilado,"Professor excelente, mas o conteúdo foi muito básico."
1062,2025-03-15,Conhecimento básico,1,Criação de dashboards,Com muitos exemplos,Vídeos,Muito amplo,"Professor excelente, mas o conteúdo foi muito básico."
1063,2025-03-15,Nenhum conhecimento,5,Conectando fontes de dados,Confusa,Exercícios práticos,Com muitas cadeiras,"Ótima palestra, aprendi muito!"
1064,2025-03-15,Nenhum conhecimento,2,Conectando fontes de dados,Intermediária,Slides,Confortável,"A organização do evento foi muito boa, tudo correu sem problemas."
1065,2025-03-15,Nenhum conhecimento,1,Introdução ao Power BI,Clara,Documentação,Sem acústica,"O material foi bom, mas faltaram mais exemplos práticos."
1066,2025-03-15,Conhecimento básico,5,DAX e Power Query,Clara,Slides,Sem acústica,Poderiam ter dado mais tempo para perguntas no final.
1067,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Confusa,Slides,Confortável,Não consegui acompanhar toda a parte sobre DAX.
1068,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Objetiva,Documentação,Muito amplo,Achei que o conteúdo poderia ser mais aprofundado.
1069,2025-03-15,Nenhum conhecimento,1,Introdução ao Power BI,Com muitos exemplos,Exercícios práticos,Confortável,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
1070,2025-03-15,Conhecimento básico,3,Modelagem de dados,Confusa,Slides,Pouco ventilado,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
1071,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Intermediária,Slides,Com muitas cadeiras,Tive dificuldade para entender algumas partes sobre Power Query.
1072,2025-03-15,Nenhum conhecimento,4,Criação de dashboards,Clara,Vídeos,Com muitas cadeiras,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1073,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Intermediária,Documentação,Confortável,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1074,2025-03-15,Conhecimento básico,1,DAX e Power Query,Clara,Apostila,Confortável,"O professor foi muito didático, mas o local do evento não ajudou."
1075,2025-03-15,Conhecimento básico,3,Criação de dashboards,Com muitos exemplos,Apostila,Muito amplo,"O espaço poderia ser mais ventilado, estava quente."
1076,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Objetiva,Vídeos,Confortável,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1077,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Objetiva,Apostila,Com muitas cadeiras,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
1078,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Objetiva,Exercícios práticos,Com muitas cadeiras,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
1079,2025-03-15,Nenhum conhecimento,3,Conectando fontes de dados,Objetiva,Documentação,Muito amplo,"O material de apoio foi claro, mas faltou mais exemplos práticos."
1080,2025-03-15,Nenhum conhecimento,1,Introdução ao Power BI,Objetiva,Apostila,Sem acústica,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1081,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Objetiva,Apostila,Com muitas cadeiras,Achei que o conteúdo poderia ser mais aprofundado.
1082,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Objetiva,Exercícios práticos,Sem acústica,"A organização do evento foi muito boa, tudo correu sem problemas."
1083,2025-03-15,Conhecimento básico,1,DAX e Power Query,Confusa,Vídeos,Sem acústica,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
1084,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Objetiva,Exercícios práticos,Muito amplo,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1085,2025-03-15,Conhecimento básico,5,Conectando fontes de dados,Confusa,Apostila,Pouco ventilado,Não consegui acompanhar toda a parte sobre DAX.
1086,2025-03-15,Conhecimento avançado,1,DAX e Power Query,Intermediária,Vídeos,Com muitas cadeiras,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1087,2025-03-15,Conhecimento básico,1,Conectando fontes de dados,Objetiva,Documentação,Muito amplo,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1088,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Intermediária,Exercícios práticos,Com muitas cadeiras,Eu adoraria ver um módulo mais avançado sobre DAX.
1089,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Clara,Exercícios práticos,Pouco ventilado,Achei que a parte de modelagem de dados poderia ser mais prática.
1090,2025-03-15,Conhecimento básico,4,DAX e Power Query,Com muitos exemplos,Slides,Pouco ventilado,"O evento foi interessante, mas o professor poderia ter envolvido mais os participantes."
1091,2025-03-15,Conhecimento básico,2,Análise de dados avançada,Com muitos exemplos,Vídeos,Muito amplo,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
1092,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Confusa,Slides,Pouco ventilado,A parte de visualização de dados foi bem interessante.
1093,2025-03-15,Conhecimento básico,2,Análise de dados avançada,Confusa,Slides,Muito amplo,Acho que poderia ter tido mais interação durante as explicações.
1094,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Com muitos exemplos,Apostila,Pouco ventilado,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1095,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Clara,Documentação,Sem acústica,Fiquei um pouco perdido na parte de modelagem de dados.
1096,2025-03-15,Conhecimento básico,5,DAX e Power Query,Intermediária,Vídeos,Pouco ventilado,Achei que o evento foi muito bem organizado.
1097,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Com muitos exemplos,Apostila,Com muitas cadeiras,"O conteúdo sobre DAX foi excelente, muito bem explicado."
1098,2025-03-15,Conhecimento básico,1,Criação de dashboards,Intermediária,Documentação,Pouco ventilado,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
1099,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Intermediária,Vídeos,Confortável,"O espaço poderia ser mais ventilado, estava quente."
1100,2025-03-15,Conhecimento básico,2,Modelagem de dados,Objetiva,Documentação,Confortável,"O conteúdo sobre DAX foi excelente, muito bem explicado."
1101,2025-03-15,Conhecimento básico,5,Modelagem de dados,Com muitos exemplos,Vídeos,Sem acústica,"Achei a palestra boa, mas o local estava com pouca ventilação."
1102,2025-03-15,Conhecimento básico,3,Modelagem de dados,Objetiva,Documentação,Pouco ventilado,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1103,2025-03-15,Conhecimento avançado,2,Criação de dashboards,Confusa,Apostila,Com muitas cadeiras,"O espaço poderia ser mais ventilado, estava quente."
1104,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Objetiva,Documentação,Pouco ventilado,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1105,2025-03-15,Conhecimento básico,3,Modelagem de dados,Objetiva,Documentação,Pouco ventilado,"A interação durante a palestra foi boa, mas faltou mais práticas."
1106,2025-03-15,Nenhum conhecimento,3,Análise de dados avançada,Com muitos exemplos,Apostila,Com muitas cadeiras,"Achei que a quantidade de conteúdo foi boa, mas o ritmo estava um pouco rápido."
1107,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Intermediária,Vídeos,Confortável,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1108,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Objetiva,Documentação,Com muitas cadeiras,As explicações sobre visualizações de dados foram muito boas.
1109,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Intermediária,Vídeos,Pouco ventilado,"Achei a palestra boa, mas o local estava com pouca ventilação."
1110,2025-03-15,Conhecimento avançado,4,DAX e Power Query,Clara,Apostila,Muito amplo,Achei que o evento foi muito bem organizado.
1111,2025-03-15,Nenhum conhecimento,3,Introdução ao Power BI,Intermediária,Documentação,Muito amplo,"O professor tem boa experiência, mas a aula poderia ser mais interativa."
1112,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Clara,Documentação,Com muitas cadeiras,"O conteúdo foi interessante, mas muito teórico."
1113,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Com muitos exemplos,Vídeos,Muito amplo,Faltou mais tempo de prática para fixar o conteúdo.
1114,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Confusa,Slides,Confortável,Achei que o evento foi muito bem organizado.
1115,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Com muitos exemplos,Documentação,Muito amplo,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1116,2025-03-15,Conhecimento básico,5,DAX e Power Query,Confusa,Slides,Confortável,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1117,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Intermediária,Exercícios práticos,Confortável,"O evento foi ótimo, mas o local poderia ter mais espaço."
1118,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Com muitos exemplos,Apostila,Sem acústica,Não consegui acompanhar toda a parte sobre DAX.
1119,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Intermediária,Slides,Muito amplo,"Conteúdo bom, mas poderia ser mais aprofundado."
1120,2025-03-15,Conhecimento básico,1,Introdução ao Power BI,Objetiva,Documentação,Pouco ventilado,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1121,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Com muitos exemplos,Exercícios práticos,Muito amplo,"Muito bom, aprendi conceitos novos que eu não sabia."
1122,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Confusa,Vídeos,Sem acústica,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
1123,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Objetiva,Exercícios práticos,Sem acústica,"A palestra foi boa, mas faltaram mais práticas interativas."
1124,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Intermediária,Vídeos,Confortável,"Achei que a quantidade de conteúdo foi boa, mas o ritmo estava um pouco rápido."
1125,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Objetiva,Exercícios práticos,Confortável,"Gostei do evento, mas achei que o professor poderia interagir mais com a turma."
1126,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Clara,Apostila,Muito amplo,"Gostei do evento, mas achei que o professor poderia interagir mais com a turma."
1127,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Intermediária,Slides,Sem acústica,Achei que o conteúdo foi bem organizado.
1128,2025-03-15,Conhecimento básico,5,Criação de dashboards,Objetiva,Apostila,Muito amplo,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
1129,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Intermediária,Documentação,Com muitas cadeiras,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1130,2025-03-15,Conhecimento avançado,3,DAX e Power Query,Clara,Apostila,Muito amplo,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
1131,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Clara,Vídeos,Confortável,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
1132,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Confusa,Slides,Confortável,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1133,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Objetiva,Slides,Pouco ventilado,Acho que poderia ter tido mais interação durante as explicações.
1134,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Objetiva,Slides,Pouco ventilado,Não consegui acompanhar toda a parte sobre DAX.
1135,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Intermediária,Apostila,Sem acústica,Acho que poderia ter tido mais interação durante as explicações.
1136,2025-03-15,Conhecimento básico,1,Criação de dashboards,Clara,Slides,Muito amplo,"Achei a parte de modelagem de dados muito interessante, mas poderia ser mais prática."
1137,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Clara,Apostila,Pouco ventilado,"Professor excelente, mas o conteúdo foi muito básico."
1138,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Intermediária,Vídeos,Muito amplo,"A organização do evento foi muito boa, tudo correu sem problemas."
1139,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Intermediária,Documentação,Sem acústica,"O professor foi ótimo, mas o material de apoio não estava tão claro."
1140,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Clara,Apostila,Com muitas cadeiras,"O evento foi bom, mas o local não ajudou muito na acústica."
1141,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Objetiva,Vídeos,Confortável,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1142,2025-03-15,Conhecimento básico,3,Análise de dados avançada,Confusa,Exercícios práticos,Com muitas cadeiras,"Muito bom, aprendi conceitos novos que eu não sabia."
1143,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Clara,Apostila,Com muitas cadeiras,"O evento foi bom, mas o local não ajudou muito na acústica."
1144,2025-03-15,Nenhum conhecimento,5,Criação de dashboards,Com muitos exemplos,Slides,Sem acústica,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1145,2025-03-15,Conhecimento avançado,3,DAX e Power Query,Com muitos exemplos,Exercícios práticos,Sem acústica,"Material de apoio muito bom, gostei dos vídeos."
1146,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Objetiva,Vídeos,Sem acústica,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1147,2025-03-15,Conhecimento avançado,1,Introdução ao Power BI,Objetiva,Exercícios práticos,Muito amplo,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1148,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Com muitos exemplos,Documentação,Pouco ventilado,"A organização do evento foi muito boa, tudo correu sem problemas."
1149,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Clara,Vídeos,Com muitas cadeiras,"O evento foi interessante, mas o professor poderia ter envolvido mais os participantes."
1150,2025-03-15,Conhecimento básico,1,Análise de dados avançada,Confusa,Exercícios práticos,Muito amplo,"A palestra foi boa, mas faltaram mais práticas interativas."
1151,2025-03-15,Nenhum conhecimento,2,Conectando fontes de dados,Objetiva,Documentação,Pouco ventilado,"A palestra foi boa, mas faltaram mais práticas interativas."
1152,2025-03-15,Conhecimento básico,1,Análise de dados avançada,Intermediária,Apostila,Com muitas cadeiras,"Excelente didática, fácil de entender."
1153,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Intermediária,Vídeos,Pouco ventilado,Poderiam ter dado mais exemplos sobre modelagem de dados.
1154,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Confusa,Documentação,Muito amplo,Acho que poderia ter tido mais interação durante as explicações.
1155,2025-03-15,Nenhum conhecimento,4,Análise de dados avançada,Com muitos exemplos,Slides,Confortável,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
1156,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Intermediária,Exercícios práticos,Com muitas cadeiras,Poderiam ter explicado mais sobre a integração com outras ferramentas.
1157,2025-03-15,Conhecimento avançado,5,Conectando fontes de dados,Intermediária,Exercícios práticos,Com muitas cadeiras,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1158,2025-03-15,Conhecimento avançado,4,DAX e Power Query,Confusa,Vídeos,Pouco ventilado,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
1159,2025-03-15,Conhecimento básico,5,Criação de dashboards,Clara,Apostila,Muito amplo,Poderiam ter explicado mais sobre a integração com outras ferramentas.
1160,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Confusa,Slides,Sem acústica,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
1161,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Com muitos exemplos,Slides,Muito amplo,Poderiam ter dado mais exemplos práticos de como usar o Power BI no dia a dia.
1162,2025-03-15,Conhecimento básico,2,DAX e Power Query,Clara,Slides,Pouco ventilado,"O evento foi ótimo, mas o local poderia ter mais espaço."
1163,2025-03-15,Conhecimento básico,5,Criação de dashboards,Confusa,Apostila,Muito amplo,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1164,2025-03-15,Nenhum conhecimento,2,DAX e Power Query,Objetiva,Apostila,Pouco ventilado,"O material foi bom, mas faltaram mais exemplos práticos."
1165,2025-03-15,Nenhum conhecimento,3,Análise de dados avançada,Intermediária,Slides,Pouco ventilado,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1166,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Clara,Vídeos,Com muitas cadeiras,Eu gostaria de mais explicações sobre Power Query.
1167,2025-03-15,Conhecimento avançado,5,Introdução ao Power BI,Com muitos exemplos,Exercícios práticos,Com muitas cadeiras,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
1168,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Confusa,Slides,Pouco ventilado,"Gostei dos slides, mas os vídeos poderiam ter sido mais explicativos."
1169,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Confusa,Documentação,Confortável,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
1170,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Com muitos exemplos,Apostila,Muito amplo,Acho que poderia ter tido mais interação durante as explicações.
1171,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Clara,Slides,Muito amplo,"O evento foi ótimo, mas o local poderia ter mais espaço."
1172,2025-03-15,Conhecimento básico,1,Criação de dashboards,Clara,Slides,Pouco ventilado,Tive dificuldade para entender algumas partes sobre Power Query.
1173,2025-03-15,Conhecimento básico,5,DAX e Power Query,Com muitos exemplos,Apostila,Confortável,"Achei a parte de modelagem de dados muito interessante, mas poderia ser mais prática."
1174,2025-03-15,Conhecimento básico,1,Criação de dashboards,Clara,Vídeos,Muito amplo,Eu gostaria de mais explicações sobre Power Query.
1175,2025-03-15,Nenhum conhecimento,4,Análise de dados avançada,Com muitos exemplos,Documentação,Com muitas cadeiras,"Espaço muito confortável, mas a acústica precisa melhorar."
1176,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Confusa,Documentação,Pouco ventilado,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1177,2025-03-15,Nenhum conhecimento,4,Criação de dashboards,Com muitos exemplos,Apostila,Muito amplo,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1178,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Com muitos exemplos,Vídeos,Confortável,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1179,2025-03-15,Conhecimento avançado,4,Criação de dashboards,Objetiva,Slides,Muito amplo,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1180,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Com muitos exemplos,Exercícios práticos,Com muitas cadeiras,O evento poderia ser mais longo para abordar mais tópicos.
1181,2025-03-15,Conhecimento básico,1,Conectando fontes de dados,Objetiva,Apostila,Com muitas cadeiras,"Achei a parte de modelagem de dados muito interessante, mas poderia ser mais prática."
1182,2025-03-15,Conhecimento básico,3,Criação de dashboards,Intermediária,Apostila,Pouco ventilado,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
1183,2025-03-15,Conhecimento avançado,1,DAX e Power Query,Confusa,Slides,Muito amplo,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
1184,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Intermediária,Documentação,Confortável,"O evento foi bom, mas o local não tinha boa acústica."
1185,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Objetiva,Apostila,Confortável,Poderiam ter dado mais exemplos práticos de como usar o Power BI no dia a dia.
1186,2025-03-15,Conhecimento avançado,2,DAX e Power Query,Com muitos exemplos,Documentação,Com muitas cadeiras,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1187,2025-03-15,Conhecimento básico,5,Conectando fontes de dados,Confusa,Apostila,Sem acústica,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1188,2025-03-15,Conhecimento avançado,4,Criação de dashboards,Confusa,Exercícios práticos,Confortável,Achei que o conteúdo foi bem organizado.
1189,2025-03-15,Conhecimento básico,5,DAX e Power Query,Objetiva,Apostila,Muito amplo,Gostei muito dos exemplos práticos apresentados.
1190,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Confusa,Documentação,Confortável,Acho que poderia ter tido mais interação durante as explicações.
1191,2025-03-15,Conhecimento avançado,3,Conectando fontes de dados,Com muitos exemplos,Exercícios práticos,Sem acústica,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1192,2025-03-15,Conhecimento básico,1,DAX e Power Query,Clara,Vídeos,Sem acústica,Achei que o conteúdo poderia ser mais aprofundado.
1193,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Objetiva,Documentação,Pouco ventilado,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
1194,2025-03-15,Conhecimento básico,5,Análise de dados avançada,Com muitos exemplos,Slides,Confortável,"O conteúdo foi interessante, mas muito teórico."
1195,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Objetiva,Vídeos,Com muitas cadeiras,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1196,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Com muitos exemplos,Slides,Sem acústica,Eu adoraria ver um módulo mais avançado sobre DAX.
1197,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Objetiva,Apostila,Com muitas cadeiras,A parte de visualização de dados foi bem interessante.
1198,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Clara,Apostila,Com muitas cadeiras,"A parte de DAX foi muito interessante, mas achei que poderia ser mais prática."
1199,2025-03-15,Conhecimento básico,3,Modelagem de dados,Com muitos exemplos,Exercícios práticos,Muito amplo,"Achei que a quantidade de conteúdo foi boa, mas o ritmo estava um pouco rápido."
1200,2025-03-15,Nenhum conhecimento,3,Modelagem de dados,Com muitos exemplos,Slides,Muito amplo,"Gostei dos slides, mas os vídeos poderiam ter sido mais explicativos."
1201,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Com muitos exemplos,Apostila,Sem acústica,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1202,2025-03-15,Conhecimento básico,3,Criação de dashboards,Objetiva,Apostila,Muito amplo,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1203,2025-03-15,Conhecimento avançado,2,Criação de dashboards,Confusa,Documentação,Confortável,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1204,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Com muitos exemplos,Documentação,Com muitas cadeiras,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1205,2025-03-15,Conhecimento básico,4,DAX e Power Query,Clara,Vídeos,Muito amplo,A parte de visualização de dados foi bem interessante.
1206,2025-03-15,Nenhum conhecimento,1,Conectando fontes de dados,Com muitos exemplos,Vídeos,Sem acústica,"Espaço muito confortável, mas a acústica precisa melhorar."
1207,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Clara,Apostila,Muito amplo,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1208,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Intermediária,Apostila,Com muitas cadeiras,Achei que o evento foi muito bem organizado.
1209,2025-03-15,Conhecimento básico,3,Criação de dashboards,Clara,Slides,Confortável,"A didática foi ótima, consegui entender tudo que foi falado."
1210,2025-03-15,Conhecimento avançado,5,DAX e Power Query,Confusa,Documentação,Pouco ventilado,"O espaço poderia ser mais ventilado, estava quente."
1211,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Com muitos exemplos,Documentação,Sem acústica,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
1212,2025-03-15,Conhecimento básico,3,Análise de dados avançada,Clara,Exercícios práticos,Sem acústica,"O professor tem boa experiência, mas a aula poderia ser mais interativa."
1213,2025-03-15,Conhecimento avançado,3,Conectando fontes de dados,Clara,Slides,Confortável,Acho que poderia ter tido mais interação durante as explicações.
1214,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Com muitos exemplos,Vídeos,Com muitas cadeiras,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
